cnt,cnt_ben,cnt_mal,proc,proc_chain
1,0,1,svchost.exe,unknown_process.exe => svchost.exe => xpsrchvw.exe => svchost.exe
1,0,1,svchost.exe,install.exe => unknown_process.exe => cmd.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => svchost.exe => unknown_process.exe => svchost.exe
303,0,303,svchost.exe,unknown_process.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => unknown_process.tmp => svchost.exe
8,0,8,svchost.exe,rundll32.exe => unknown_process.exe => unknown_process.exe => iexplore.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => vbc.exe => unknown_process.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => svchost.exe => services.exe => svchost.exe
2,0,2,svchost.exe,setup.exe => setup.exe => unknown_process.exe => unknown_process.exe => svchost.exe
4,0,4,svchost.exe,iexplore.exe => iexplore.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => control.exe => explorer.exe => unknown_process.exe => svchost.exe
8,0,8,svchost.exe,iexplore.exe => iexplore.exe => svchost.exe => unknown_process.exe => svchost.exe
1,0,1,svchost.exe,explorer.exe => wscript.exe => cmd.exe => unknown_process.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => cmd.exe => svchost.exe => svchost.exe
1,0,1,svchost.exe,svchost.exe => unknown_process.exe => svchost.exe
1,0,1,svchost.exe,unknown_process.exe => unknown_process.exe => rundll32.exe => services.exe => svchost.exe
4,0,4,svchost.exe,unknown_process.exe => cmd.exe => svchost.exe
1,0,1,svchost.exe,winword.exe => cmd.exe => powershell.exe => cmd.exe => unknown_process.pkzip => control.exe => explorer.exe => unknown_process.exe => svchost.exe
1,0,1,sxstrace.exe,unknown_process.exe => unknown_process.exe => sxstrace.exe
1,1,0,synchost.exe,synchost.exe
1,0,1,systeminfo.exe,unknown_process.exe => regasm.exe => cmd.exe => systeminfo.exe
1,0,1,systeminfo.exe,cmd.exe => systeminfo.exe
2,0,2,systeminfo.exe,wscript.exe => unknown_process.exe => vbc.exe => systeminfo.exe
5,0,5,systeminfo.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => regsvcs.exe => cmd.exe => systeminfo.exe
21,0,21,systeminfo.exe,unknown_process.exe => cmd.exe => systeminfo.exe
1,1,0,systeminfo.exe,wscript.exe => cmd.exe => systeminfo.exe
1,0,1,systeminfo.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => systeminfo.exe
2,0,2,systeminfo.exe,unknown_process.exe => unknown_process.exe => cmd.exe => systeminfo.exe
1,0,1,systeminfo.exe,svchost.exe => svchost.exe => cmd.exe => cmd.exe => systeminfo.exe
1,0,1,systray.exe,unknown_process.exe => unknown_process.exe => explorer.exe => systray.exe
1,0,1,systray.exe,winword.exe => cmd.exe => cmd.exe => unknown_process.exe => unknown_process.exe => explorer.exe => systray.exe
1,1,0,tabcal.exe,tabcal.exe
1,0,1,takeown.exe,unknown_process.exe => takeown.exe
3,0,3,takeown.exe,cmd.exe => takeown.exe
4,0,4,takeown.exe,unknown_process.exe => cmd.exe => cmd.exe => takeown.exe
9,0,9,takeown.exe,unknown_process.exe => cmd.exe => takeown.exe
18,0,18,takeown.exe,unknown_process.exe => unknown_process => takeown.exe
3,0,3,takeown.exe,unknown_process.exe => unknown_process.exe => takeown.exe
3,0,3,takeown.exe,unknown_process.exe => unknown_process.exe => cmd.exe => takeown.exe
2,0,2,takeown.exe,unknown_process.exe => unknown_process.tmp => explorer.exe => sysprep.exe => cmd.exe => takeown.exe
1,0,1,takeown.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => takeown.exe
7,0,7,taskeng.exe,unknown_process.exe => wscript.exe => cmd.exe => taskeng.exe
1,0,1,taskeng.exe,unknown_process.exe => winlogon.exe => svchost.exe => taskeng.exe
10,0,10,taskeng.exe,taskeng.exe
1,0,1,taskeng.exe,unknown_process.exe => unknown_process.exe => svchost.exe => taskeng.exe
1,0,1,taskhostw.exe,unknown_process.exe => unknown_process.exe => taskhostw.exe
4,0,4,taskkill.exe,unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => taskkill.exe
6,0,6,taskkill.exe,winword.exe => cmd.exe => unknown_process.exe => unknown_process.tmp => unknown_process.tmp => cmd.exe => taskkill.exe
311,0,311,taskkill.exe,unknown_process.exe => cmd.exe => taskkill.exe
4,4,0,taskkill.exe,powershell.exe => taskkill.exe
3,0,3,taskkill.exe,setup.exe => unknown_process.tmp => taskkill.exe
196,0,196,taskkill.exe,unknown_process.exe => unknown_process.exe => cmd.exe => taskkill.exe
9,0,9,taskkill.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => taskkill.exe
2,0,2,taskkill.exe,unknown_process.exe => unknown_process.tmp => unknown_process.tmp => cmd.exe => taskkill.exe
39,10,29,taskkill.exe,unknown_process.exe => unknown_process.tmp => cmd.exe => taskkill.exe
4710,0,4710,taskkill.exe,unknown_process.exe => unknown_process.exe => taskkill.exe
1,0,1,taskkill.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.tmp => cmd.exe => taskkill.exe
185,0,185,taskkill.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => taskkill.exe
2,0,2,taskkill.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => taskkill.exe
29,0,29,taskkill.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => taskkill.exe
4,0,4,taskkill.exe,wscript.exe => cmd.exe => taskkill.exe
17,0,17,taskkill.exe,winword.exe => cmd.exe => cmd.exe => taskkill.exe
17,0,17,taskkill.exe,unknown_process.exe => wscript.exe => cmd.exe => taskkill.exe
1,0,1,taskkill.exe,shellexperiencehost.exe => wscript.exe => cmd.exe => taskkill.exe
32,0,32,taskkill.exe,unknown_process.exe => vbc.exe => unknown_process.exe => unknown_process.exe => taskkill.exe
4,0,4,taskkill.exe,install.exe => unknown_process.exe => wscript.exe => cmd.exe => taskkill.exe
192,1,191,taskkill.exe,unknown_process.exe => unknown_process.tmp => taskkill.exe
6,0,6,taskkill.exe,wscript.exe => cmd.exe => unknown_process.exe => taskkill.exe
1,0,1,taskkill.exe,unknown_process.exe => cmd.exe => cmd.exe => cscript.exe => cmd.exe => taskkill.exe
1,0,1,taskkill.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => unknown_process.exe => taskkill.exe
3,0,3,taskkill.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => unknown_process.tmp => cmd.exe => taskkill.exe
1,0,1,taskkill.exe,setup.exe => dllhost.exe => cmd.exe => taskkill.exe
1,0,1,taskkill.exe,unknown_process.exe => msbuild.exe => cmd.exe => taskkill.exe
1,0,1,taskkill.exe,unknown_process.exe => csrss.exe => cmd.exe => taskkill.exe
4,0,4,taskkill.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => taskkill.exe
1,0,1,taskkill.exe,unknown_process.exe => svchost.exe => taskkill.exe
32,0,32,taskkill.exe,taskkill.exe
19,0,19,taskkill.exe,powershell.exe => cmd.exe => taskkill.exe
2,0,2,taskkill.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => taskkill.exe
3,0,3,taskkill.exe,unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => taskkill.exe
7,0,7,taskkill.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => unknown_process.tmp => taskkill.exe
556,0,556,taskkill.exe,unknown_process.exe => taskkill.exe
2,0,2,taskkill.exe,setup.exe => unknown_process.exe => taskkill.exe
1,0,1,taskkill.exe,unknown_process.exe => unknown_process.vbe => cmd.exe => taskkill.exe
1,0,1,taskkill.exe,unknown_process.exe => unknown_process.exe => cmd.exe => unknown_process.exe => wscript.exe => cmd.exe => taskkill.exe
3,0,3,taskkill.exe,excel.exe => cmd.exe => taskkill.exe
2,0,2,taskkill.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => regsvcs.exe => cmd.exe => taskkill.exe
1,0,1,taskkill.exe,unknown_process.exe => cmd.exe => cmd.exe => taskkill.exe
26,0,26,taskkill.exe,cmd.exe => taskkill.exe
4,0,4,taskkill.exe,unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => cmd.exe => taskkill.exe
5,0,5,taskkill.exe,unknown_process.exe => unknown_process.exe => unknown_process.tmp => taskkill.exe
2,0,2,taskkill.exe,wscript.exe => taskkill.exe
1,0,1,taskkill.exe,unknown_process.exe => unknown_process.vbe => powershell.exe => taskkill.exe
1,0,1,taskkill.exe,cmd.exe => cmd.exe => taskkill.exe
6,6,0,tasklist.exe,cmd.exe => tasklist.exe
1,1,0,tasklist.exe,wscript.exe => cmd.exe => tasklist.exe
4,0,4,tasklist.exe,unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => tasklist.exe
1,0,1,tasklist.exe,setup.exe => unknown_process.tmp => cmd.exe => cmd.exe => tasklist.exe
6,0,6,tasklist.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => unknown_process.tmp => cmd.exe => tasklist.exe
4,0,4,tasklist.exe,unknown_process.exe => tasklist.exe
3,0,3,tasklist.exe,unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => cmd.exe => tasklist.exe
2,0,2,tasklist.exe,unknown_process.exe => cmd.exe => cmd.exe => tasklist.exe
4,0,4,tasklist.exe,unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => cmd.exe => tasklist.exe
21,0,21,tasklist.exe,unknown_process.exe => unknown_process.tmp => cmd.exe => tasklist.exe
1,0,1,tasklist.exe,setup.exe => wscript.exe => cmd.exe => cmd.exe => tasklist.exe
1,0,1,tasklist.exe,cmd.exe => cmd.exe => tasklist.exe
9,0,9,tasklist.exe,unknown_process.exe => unknown_process.exe => cmd.exe => tasklist.exe
326,0,326,tasklist.exe,unknown_process.exe => cmd.exe => tasklist.exe
1,0,1,tasklist.exe,svchost.exe => svchost.exe => cmd.exe => cmd.exe => tasklist.exe
1,0,1,tasklist.exe,unknown_process.exe => unknown_process.tmp => cmd.exe => cmd.exe => tasklist.exe
7,0,7,tasklist.exe,excel.exe => powershell.exe => unknown_process.exe => cmd.exe => tasklist.exe
146,0,146,tasklist.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => tasklist.exe
4,0,4,tasklist.exe,unknown_process.exe => unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => cmd.exe => tasklist.exe
1,0,1,taskmgr.exe,unknown_process.exe => unknown_process => taskmgr.exe
37,0,37,taskmgr.exe,unknown_process.exe => taskmgr.exe
1,0,1,taskmgr.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => taskmgr.exe
1,0,1,timeout.exe,setup.exe => wscript.exe => cmd.exe => timeout.exe
520,0,520,timeout.exe,unknown_process.exe => cmd.exe => timeout.exe
2,0,2,timeout.exe,install.exe => unknown_process.exe => wscript.exe => cmd.exe => timeout.exe
1,0,1,timeout.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => timeout.exe
4,0,4,timeout.exe,unknown_process.exe => wscript.exe => cmd.exe => timeout.exe
1,0,1,timeout.exe,winword.exe => cmd.exe => timeout.exe
100,0,100,timeout.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => timeout.exe
7,0,7,timeout.exe,excel.exe => powershell.exe => unknown_process.exe => cmd.exe => timeout.exe
7,7,0,timeout.exe,cmd.exe => timeout.exe
4,0,4,timeout.exe,unknown_process.exe => unknown_process.tmp => timeout.exe
2,0,2,timeout.exe,mshta.exe => cmd.exe => timeout.exe
1,0,1,timeout.exe,unknown_process.exe => unknown_process.tmp => cmd.exe => timeout.exe
1,0,1,timeout.exe,unknown_process.exe => cmd.exe => cmd.exe => timeout.exe
1,0,1,timeout.exe,cmd.exe => cmd.exe => timeout.exe
2,0,2,timeout.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => cmd.exe => timeout.exe
1,0,1,timeout.exe,wscript.exe => unknown_process.scr => cmd.exe => timeout.exe
2,2,0,timeout.exe,timeout.exe
1,0,1,timeout.exe,setup.exe => unknown_process.tmp => cmd.exe => timeout.exe
15,0,15,timeout.exe,winword.exe => cmd.exe => cmd.exe => timeout.exe
3,0,3,timeout.exe,setup.exe => unknown_process.tmp => timeout.exe
12,0,12,timeout.exe,unknown_process.exe => unknown_process.exe => cmd.exe => timeout.exe
17,0,17,timeout.exe,setup.exe => unknown_process.exe => wscript.exe => cmd.exe => wscript.exe => cmd.exe => timeout.exe
4,0,4,timeout.exe,unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => timeout.exe
2,0,2,timeout.exe,unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => wscript.exe => cmd.exe => timeout.exe
1,0,1,timeout.exe,setup.exe => setup.exe => unknown_process.tmp => cmd.exe => timeout.exe
1,0,1,timeout.exe,setup.exe => dllhost.exe => cmd.exe => timeout.exe
1,1,0,tracert.exe,tracert.exe
1,0,1,tracert.exe,unknown_process.exe => cmd.exe => tracert.exe
3,0,3,tskill.exe,unknown_process.exe => cmd.exe => tskill.exe
1,0,1,tzsync.exe,unknown_process.exe => tzsync.exe
1,0,1,tzutil.exe,unknown_process.exe => cmd.exe => tzutil.exe
1,1,0,upnpcont.exe,upnpcont.exe
45,0,45,vssadmin.exe,unknown_process.exe => cmd.exe => vssadmin.exe
2,0,2,vssadmin.exe,unknown_process.exe => unknown_process.exe => explorer.exe => vssadmin.exe
1,0,1,vssadmin.exe,osk.exe => osk.exe => osk.exe => mshta.exe => cmd.exe => vssadmin.exe
8,0,8,vssadmin.exe,unknown_process.exe => unknown_process => vssadmin.exe
2,0,2,vssadmin.exe,csrss.exe => cmd.exe => vssadmin.exe
1,0,1,vssadmin.exe,unknown_process.exe => unknown_process.exe => winlogon.exe => mshta.exe => cmd.exe => vssadmin.exe
2,0,2,vssadmin.exe,cmd.exe => vssadmin.exe
10,0,10,vssadmin.exe,unknown_process.exe => vssadmin.exe
1,0,1,vssadmin.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => vssadmin.exe
2,0,2,vssadmin.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => mshta.exe => cmd.exe => vssadmin.exe
1,0,1,vssadmin.exe,dllhost.exe => cmd.exe => vssadmin.exe
1,0,1,vssadmin.exe,unknown_process.exe => svchost.exe => svchost.exe => cmd.exe => eventvwr.exe => cmd.exe => vssadmin.exe
6,0,6,vssadmin.exe,unknown_process.exe => unknown_process.exe => vssadmin.exe
1,0,1,vssadmin.exe,unknown_process.exe => svchost.exe => svchost.exe => cmd.exe => compmgmtlauncher.exe => cmd.exe => vssadmin.exe
1,0,1,vssadmin.exe,unknown_process.vir_exe => cmd.exe => vssadmin.exe
1,0,1,vssadmin.exe,unknown_process.exe => svchost.exe => cmd.exe => vssadmin.exe
10,0,10,vssadmin.exe,unknown_process.exe => unknown_process.exe => cmd.exe => vssadmin.exe
1,0,1,vssadmin.exe,unknown_process.exe => explorer.exe => vssadmin.exe
2,0,2,vssadmin.exe,unknown_process.exe => unknown_process.tmp => cmd.exe => vssadmin.exe
1,0,1,vssvc.exe,vssvc.exe
2,0,2,vssvc.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => services.exe => vssvc.exe
2,0,2,w32tm.exe,unknown_process.exe => w32tm.exe
2,0,2,w32tm.exe,unknown_process.exe => w32tm.exe => w32tm.exe
1,0,1,waitfor.exe,winword.exe => cmd.exe => waitfor.exe
2,0,2,wbadmin.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => mshta.exe => cmd.exe => wbadmin.exe
1,0,1,wbadmin.exe,osk.exe => osk.exe => osk.exe => mshta.exe => cmd.exe => wbadmin.exe
3,0,3,wbadmin.exe,unknown_process.exe => unknown_process.exe => cmd.exe => wbadmin.exe
1,0,1,wbadmin.exe,unknown_process.exe => unknown_process.exe => winlogon.exe => mshta.exe => cmd.exe => wbadmin.exe
4,0,4,wbadmin.exe,unknown_process.exe => cmd.exe => wbadmin.exe
1,0,1,wbadmin.exe,unknown_process.exe => svchost.exe => cmd.exe => wbadmin.exe
1,1,0,wermgr.exe,wermgr.exe
1,0,1,wermgr.exe,unknown_process.exe => powershell.exe => wermgr.exe
1,0,1,wermgr.exe,unknown_process.exe => cmd.exe => unknown_process.exe => wermgr.exe
1,0,1,wermgr.exe,onedrivesetup.exe => onedrivesetup.exe => wermgr.exe
1,0,1,wevtutil.exe,unknown_process.exe => cmd.exe => unknown_process.exe => wevtutil.exe
2,0,2,wevtutil.exe,unknown_process.exe => cmd.exe => unknown_process.exe => unknown_process.exe => wevtutil.exe
6,0,6,wevtutil.exe,unknown_process.exe => unknown_process.exe => cmd.exe => wevtutil.exe
1,0,1,wevtutil.exe,servicemodelreg.exe => wevtutil.exe
14,14,0,wevtutil.exe,wscript.exe => cmd.exe => wevtutil.exe
4,0,4,wevtutil.exe,unknown_process.exe => wevtutil.exe
2,0,2,wevtutil.exe,unknown_process.exe => cmd.exe => wevtutil.exe
1,0,1,where.exe,unknown_process.exe => cmd.exe => where.exe
4,0,4,where.exe,unknown_process.exe => cmd.exe => unknown_process.exe => cmd.exe => powershell.exe => cmd.exe => where.exe
3,0,3,whoami.exe,unknown_process.exe => cmd.exe => whoami.exe
1,0,1,whoami.exe,cmd.exe => whoami.exe
6,0,6,whoami.exe,unknown_process.exe => svchost.exe => whoami.exe
2,0,2,whoami.exe,powershell.exe => cmd.exe => whoami.exe
1,1,0,wiawow64.exe,wiawow64.exe
1,0,1,wifitask.exe,wifitask.exe => wifitask.exe => wifitask.exe
1,0,1,wifitask.exe,wifitask.exe
1,0,1,wifitask.exe,wifitask.exe => wifitask.exe
1,0,1,wifitask.exe,wifitask.exe => wifitask.exe => wifitask.exe => wifitask.exe => wifitask.exe
1,0,1,wininit.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => unknown_process.tmp => wininit.exe
2,0,2,wininit.exe,unknown_process.exe => wininit.exe
1,1,0,wininit.exe,cmd.exe => powershell.exe => wininit.exe
7,0,7,wininit.exe,wininit.exe
1,0,1,wininit.exe,mstsc.exe => wininit.exe
1,0,1,wininit.exe,setup.exe => unknown_process.tmp => setup.exe => unknown_process.tmp => wininit.exe
1,0,1,winlogon.exe,winword.exe => powershell.exe => unknown_process.exe => unknown_process.exe => winlogon.exe
1,0,1,winlogon.exe,rundll32.exe => unknown_process.exe => unknown_process.exe => iexplore.exe => winlogon.exe
48,0,48,winlogon.exe,winlogon.exe
7,0,7,winlogon.exe,unknown_process.exe => unknown_process.exe => svchost.exe => winlogon.exe
2,0,2,winlogon.exe,winword.exe => powershell.exe => unknown_process.exe => unknown_process.exe => winlogon.exe => winlogon.exe
4,0,4,winlogon.exe,unknown_process.exe => unknown_process.exe => winlogon.exe
18,0,18,winlogon.exe,unknown_process.exe => winlogon.exe
2,0,2,winlogon.exe,unknown_process.exe => unknown_process.exe => winlogon.exe => winlogon.exe
3,0,3,winlogon.exe,unknown_process.exe => svchost.exe => winlogon.exe
1,0,1,winlogon.exe,unknown_process.exe => unknown_process.tmp => unknown_process.exe => rundll32.exe => winlogon.exe
3,0,3,winlogon.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => winlogon.exe
1,0,1,winlogon.exe,unknown_process.exe => unknown_process.exe => unknown_process.exe => unknown_process.exe => winlogon.exe
1,0,1,winlogon.exe,iexplore.exe => iexplore.exe => svchost.exe => unknown_process.exe => winlogon.exe
1,0,1,winver.exe,unknown_process.exe => winver.exe
1,1,0,winver.exe,cmd.exe => winver.exe
1,1,0,wlrmdr.exe,wlrmdr.exe
1,0,1,wlrmdr.exe,unknown_process.exe => winlogon.exe => wlrmdr.exe
2,0,2,wsqmcons.exe,unknown_process.exe => svchost.exe => csrss.exe => wsqmcons.exe
